"age","cum.deaths","daily.deaths","code","date"
"0-17",0,NA,"IA",2020-05-13
"18-40",7,NA,"IA",2020-05-13
"41-60",33,NA,"IA",2020-05-13
"61-80",129,NA,"IA",2020-05-13
"80+",148,NA,"IA",2020-05-13
"0-17",0,0,"IA",2020-05-14
"18-40",7,0,"IA",2020-05-14
"41-60",34,1,"IA",2020-05-14
"61-80",136,7,"IA",2020-05-14
"80+",158,10,"IA",2020-05-14
"0-17",0,0,"IA",2020-05-15
"18-40",7,0,"IA",2020-05-15
"41-60",35,1,"IA",2020-05-15
"61-80",142,6,"IA",2020-05-15
"80+",161,3,"IA",2020-05-15
"0-17",0,0,"IA",2020-05-16
"18-40",7,0,"IA",2020-05-16
"41-60",35,0,"IA",2020-05-16
"61-80",145,3,"IA",2020-05-16
"80+",163,2,"IA",2020-05-16
"0-17",0,0,"IA",2020-05-17
"18-40",7,0,"IA",2020-05-17
"41-60",35,0,"IA",2020-05-17
"61-80",148,3,"IA",2020-05-17
"80+",164,1,"IA",2020-05-17
"0-17",0,0,"IA",2020-05-18
"18-40",7,1,"IA",2020-05-18
"41-60",36,2,"IA",2020-05-18
"61-80",151,4,"IA",2020-05-18
"80+",170,6,"IA",2020-05-18
"0-17",0,0,"IA",2020-05-19
"18-40",8,0,"IA",2020-05-19
"41-60",38,1,"IA",2020-05-19
"61-80",155,3,"IA",2020-05-19
"80+",176,6,"IA",2020-05-19
"0-17",0,0,"IA",2020-05-20
"18-40",8,0,"IA",2020-05-20
"41-60",38,0,"IA",2020-05-20
"61-80",161,6,"IA",2020-05-20
"80+",176,0,"IA",2020-05-20
"0-17",0,0,"IA",2020-05-21
"18-40",8,0,"IA",2020-05-21
"41-60",42,4,"IA",2020-05-21
"61-80",171,10,"IA",2020-05-21
"80+",192,16,"IA",2020-05-21
"0-17",0,0,"IA",2020-05-22
"18-40",9,1,"IA",2020-05-22
"41-60",43,1,"IA",2020-05-22
"61-80",176,5,"IA",2020-05-22
"80+",202,10,"IA",2020-05-22
"0-17",0,0,"IA",2020-05-23
"18-40",9,0,"IA",2020-05-23
"41-60",44,1,"IA",2020-05-23
"61-80",182,6,"IA",2020-05-23
"80+",209,7,"IA",2020-05-23
"0-17",0,0,"IA",2020-05-24
"18-40",9,0,"IA",2020-05-24
"41-60",45,1,"IA",2020-05-24
"61-80",186,4,"IA",2020-05-24
"80+",213,4,"IA",2020-05-24
"0-17",0,0,"IA",2020-05-25
"18-40",9,0,"IA",2020-05-25
"41-60",46,1,"IA",2020-05-25
"61-80",188,2,"IA",2020-05-25
"80+",216,3,"IA",2020-05-25
"0-17",0,0,"IA",2020-05-26
"18-40",10,1,"IA",2020-05-26
"41-60",48,2,"IA",2020-05-26
"61-80",196,8,"IA",2020-05-26
"80+",224,8,"IA",2020-05-26
"0-17",0,0,"IA",2020-05-27
"18-40",10,0,"IA",2020-05-27
"41-60",53,5,"IA",2020-05-27
"61-80",201,5,"IA",2020-05-27
"80+",225,1,"IA",2020-05-27
"0-17",0,0,"IA",2020-05-28
"18-40",10,0,"IA",2020-05-28
"41-60",53,0,"IA",2020-05-28
"61-80",202,1,"IA",2020-05-28
"80+",238,13,"IA",2020-05-28
"0-17",0,0,"IA",2020-05-29
"18-40",10,0,"IA",2020-05-29
"41-60",53,0,"IA",2020-05-29
"61-80",210,8,"IA",2020-05-29
"80+",246,8,"IA",2020-05-29
"0-17",0,0,"IA",2020-05-30
"18-40",11,1,"IA",2020-05-30
"41-60",53,0,"IA",2020-05-30
"61-80",212,2,"IA",2020-05-30
"80+",250,4,"IA",2020-05-30
"0-17",0,0,"IA",2020-05-31
"18-40",11,0,"IA",2020-05-31
"41-60",53,0,"IA",2020-05-31
"61-80",214,2,"IA",2020-05-31
"80+",251,1,"IA",2020-05-31
"0-17",0,0,"IA",2020-06-01
"18-40",11,0,"IA",2020-06-01
"41-60",55,2,"IA",2020-06-01
"61-80",224,10,"IA",2020-06-01
"80+",260,9,"IA",2020-06-01
"0-17",0,0,"IA",2020-06-02
"18-40",11,0,"IA",2020-06-02
"41-60",56,1,"IA",2020-06-02
"61-80",224,0,"IA",2020-06-02
"80+",269,9,"IA",2020-06-02
"0-17",0,0,"IA",2020-06-03
"18-40",11,0,"IA",2020-06-03
"41-60",57,1,"IA",2020-06-03
"61-80",235,11,"IA",2020-06-03
"80+",270,1,"IA",2020-06-03
"0-17",0,0,"IA",2020-06-04
"18-40",12,1,"IA",2020-06-04
"41-60",58,1,"IA",2020-06-04
"61-80",238,3,"IA",2020-06-04
"80+",273,3,"IA",2020-06-04
"0-17",0,0,"IA",2020-06-05
"18-40",12,0,"IA",2020-06-05
"41-60",59,1,"IA",2020-06-05
"61-80",243,5,"IA",2020-06-05
"80+",279,6,"IA",2020-06-05
"0-17",0,0,"IA",2020-06-06
"18-40",12,0,"IA",2020-06-06
"41-60",60,1,"IA",2020-06-06
"61-80",246,3,"IA",2020-06-06
"80+",282,3,"IA",2020-06-06
"0-17",0,0,"IA",2020-06-07
"18-40",12,0,"IA",2020-06-07
"41-60",60,0,"IA",2020-06-07
"61-80",248,2,"IA",2020-06-07
"80+",284,2,"IA",2020-06-07
"0-17",0,0,"IA",2020-06-08
"18-40",12,0,"IA",2020-06-08
"41-60",62,2,"IA",2020-06-08
"61-80",253,5,"IA",2020-06-08
"80+",288,4,"IA",2020-06-08
"0-17",0,0,"IA",2020-06-09
"18-40",13,1,"IA",2020-06-09
"41-60",63,1,"IA",2020-06-09
"61-80",259,6,"IA",2020-06-09
"80+",288,0,"IA",2020-06-09
"0-17",0,0,"IA",2020-06-10
"18-40",13,0,"IA",2020-06-10
"41-60",63,0,"IA",2020-06-10
"61-80",259,0,"IA",2020-06-10
"80+",296,8,"IA",2020-06-10
"0-17",0,0,"IA",2020-06-11
"18-40",13,0,"IA",2020-06-11
"41-60",64,1,"IA",2020-06-11
"61-80",262,3,"IA",2020-06-11
"80+",296,0,"IA",2020-06-11
"0-17",0,0,"IA",2020-06-12
"18-40",13,0,"IA",2020-06-12
"41-60",64,0,"IA",2020-06-12
"61-80",264,2,"IA",2020-06-12
"80+",296,0,"IA",2020-06-12
"0-17",0,0,"IA",2020-06-13
"18-40",13,0,"IA",2020-06-13
"41-60",65,1,"IA",2020-06-13
"61-80",267,3,"IA",2020-06-13
"80+",302,6,"IA",2020-06-13
"0-17",0,0,"IA",2020-06-14
